sentence,target
"In the south is a large inland salt lake, the Salton Sea.",0
"The south-central desert is called the Mojave; to the northeast of the Mojave lies Death Valley, which contains the lowest and hottest place in North America, the Badwater Basin at −279 feet (−85 m).",0
The horizontal distance from the bottom of Death Valley to the top of Mount Whitney is less than 90 miles (140 km).,0
"Indeed, almost all of southeastern California is arid, hot desert, with routine extreme high temperatures during the summer.",0
"The southeastern border of California with Arizona is entirely formed by the Colorado River, from which the southern part of the state gets about half of its water.",0
"A majority of California's cities are located in either the San Francisco Bay Area or the Sacramento metropolitan area in Northern California; or the Los Angeles area, the Riverside-San Bernardino-Inland Empire, or the San Diego metropolitan area in Southern California.",0
"The Los Angeles Area, the Bay Area, and the San Diego metropolitan area are among several major metropolitan areas along the California coast.",0
"As part of the Ring of Fire, California is subject to tsunamis, floods, droughts, Santa Ana winds, wildfires, landslides on steep terrain, and has several volcanoes.",0
"It has many earthquakes due to several faults running through the state, the largest being the San Andreas Fault.",0
"About 37,000 earthquakes are recorded each year, but most are too small to be felt.",0
"Although most of the state has a Mediterranean climate, due to the state's large size the climate ranges from polar to subtropical.",0
The cool California Current offshore often creates summer fog near the coast.,0
"Farther inland, there are colder winters and hotter summers.",0
The maritime moderation results in the shoreline summertime temperatures of Los Angeles and San Francisco being the coolest of all major metropolitan areas of the United States and uniquely cool compared to areas on the same latitude in the interior and on the east coast of the North American continent.,0
Even the San Diego shoreline bordering Mexico is cooler in summer than most areas in the contiguous United States.,0
"Just a few miles inland, summer temperature extremes are significantly higher, with downtown Los Angeles being several degrees warmer than at the coast.",0
"The same microclimate phenomenon is seen in the climate of the Bay Area, where areas sheltered from the sea experience significantly hotter summers than nearby areas closer to the ocean.",0
Northern parts of the state have more rain than the south.,0
California's mountain ranges also influence the climate: some of the rainiest parts of the state are west-facing mountain slopes.,0
"Northwestern California has a temperate climate, and the Central Valley has a Mediterranean climate but with greater temperature extremes than the coast.",0
"The high mountains, including the Sierra Nevada, have an alpine climate with snow in winter and mild to moderate heat in summer.",0
"California's mountains produce rain shadows on the eastern side, creating extensive deserts.",0
"The higher elevation deserts of eastern California have hot summers and cold winters, while the low deserts east of the Southern California mountains have hot summers and nearly frostless mild winters.",0
